Client,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder
1600,3211.069285714286,1624.5657142857142,16,4,3235.036071428571,1610.4714285714285,464.2857142857143,142.98285714285714,71.42857142857143,14,11,2,2,1
464,811.3328571428572,811.3328571428572,3,3,577.3857142857142,577.3857142857142,160.71428571428572,65.42142857142856,347.85714285714283,12,12,2,3,6
68,874.6642857142857,832.8860714285714,6,4,815.5914285714287,773.8510714285715,678.5553571428571,34.339285714285715,10.714285714285714,33,31,13,3,1
958,3315.4550000000004,3313.0807142857143,9,5,1024.9185714285716,918.0435714285715,214.28571428571428,384.11785714285713,419.5864285714286,30,22,2,12,10
528,435.6821428571429,435.6821428571429,2,2,390.05642857142857,390.05642857142857,125.0,70.84214285714286,190.82142857142858,10,10,4,3,2
64,1275.8267857142857,1275.8267857142857,5,5,1449.484642857143,1449.484642857143,535.7142857142857,518.1278571428571,393.03535714285715,51,51,3,42,4
1509,1165.0003571428572,1164.5592857142858,4,3,1150.3464285714285,1150.3464285714285,285.7142857142857,24.59642857142857,836.5357142857143,15,15,2,2,10
337,1675.8867857142857,1228.220357142857,8,4,1252.9517857142857,1216.3232142857144,392.85714285714283,174.4775,197.78571428571428,23,22,5,7,6
1172,344.9010714285714,338.2521428571428,4,2,399.25,399.25,0.0,42.107142857142854,357.14285714285717,3,3,0,1,2
130,1922.2571428571428,1339.5464285714286,24,22,1958.1642857142856,1350.2607142857144,185.71428571428572,85.37142857142858,496.0357142857143,45,24,6,11,3
389,849.5935714285714,846.0878571428572,4,3,670.8214285714286,670.8214285714286,642.8571428571429,0.0,26.428571428571427,6,6,2,0,1
154,446.4325,446.4325,5,5,1478.4739285714284,1478.4739285714284,0.0,1478.4739285714284,0.0,38,38,0,38,0
1466,742.5971428571429,742.5971428571429,4,4,624.4285714285714,624.4285714285714,71.42857142857143,23.214285714285715,526.3928571428571,6,6,1,1,3
226,2071.4757142857143,2071.4757142857143,2,2,1289.1785714285713,1289.1785714285713,0.0,0.0,1285.7142857142858,3,3,0,0,2
453,2003.2960714285714,2003.2382142857143,4,3,2670.3892857142855,2670.3892857142855,357.14285714285717,174.53571428571428,2125.8214285714284,10,10,1,2,6
279,0.0035714285714285718,0.0035714285714285718,1,1,199.92857142857142,199.92857142857142,0.0,0.0,0.0,3,3,0,0,0
960,0.0,0.0,0,0,8.714285714285714,8.714285714285714,7.142857142857143,0.0,0.0,3,3,1,0,0
1237,1135.5182142857143,844.215,8,5,856.717857142857,810.6821428571428,92.85714285714286,4.9678571428571425,558.3571428571429,22,19,4,2,9
184,0.009642857142857144,0.009642857142857144,1,1,131.87428571428572,131.87428571428572,0.0,129.34321428571428,0.0,4,4,0,2,0
400,419.71714285714285,419.71714285714285,2,2,2713.1785714285716,2713.1785714285716,0.0,0.0,206.07142857142858,7,7,0,0,4
252,398.1464285714286,0.03321428571428572,5,1,969.7142857142857,969.7142857142857,0.0,775.0714285714286,190.60714285714286,5,5,0,1,3
661,359.9785714285714,357.14428571428573,3,2,495.32892857142855,138.18607142857144,71.42857142857143,64.79321428571428,357.14285714285717,10,9,1,7,1
1430,988.2214285714286,988.2214285714286,12,12,1365.2553571428573,1365.2553571428573,0.0,122.64821428571429,1239.2142857142858,16,16,0,7,8
1089,824.3257142857143,824.3257142857143,2,2,1537.9278571428572,1537.9278571428572,535.7142857142857,0.0,998.1778571428571,14,14,1,0,12
880,8.143214285714285,8.143214285714285,2,2,42.42857142857143,42.42857142857143,17.857142857142858,24.571428571428573,0.0,9,9,2,7,0
888,407.68142857142857,407.68142857142857,4,4,387.67857142857144,387.67857142857144,357.14285714285717,0.0,0.0,5,5,1,0,0
91,1217.7807142857143,1217.7807142857143,2,2,1196.107142857143,1196.107142857143,571.4285714285714,503.25,121.42857142857143,29,29,4,23,2
1270,0.017857142857142856,0.017857142857142856,1,1,274.7857142857143,274.7857142857143,178.57142857142858,96.21428571428571,0.0,4,4,2,2,0
774,2256.2417857142855,1475.5832142857143,20,16,2208.9160714285713,1475.5832142857143,421.42857142857144,0.0,160.42857142857142,30,15,4,0,2
1500,0.0007142857142857143,0.0007142857142857143,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1392,791.0521428571428,674.6246428571429,7,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1363,48.214285714285715,48.214285714285715,1,1,17.857142857142858,17.857142857142858,17.857142857142858,0.0,0.0,1,1,1,0,0
1224,571.5132142857143,571.5132142857143,2,2,7801.615357142858,7801.615357142858,3271.4285714285716,3292.765,170.39285714285714,40,40,9,17,6
157,1023.9342857142857,1023.9342857142857,3,3,1076.5357142857142,1076.5357142857142,357.14285714285717,157.80357142857142,343.32142857142856,18,18,2,6,7
461,1463.9160714285715,1463.8007142857143,5,4,1590.5982142857142,1590.5982142857142,0.0,340.7517857142857,719.9642857142857,18,18,0,3,12
1373,33409.29357142857,33409.29357142857,36,36,44078.18392857142,44078.18392857142,1250.0,246.51214285714286,3908.843214285714,44,44,4,6,21
391,636.6425,576.8935714285715,10,4,565.7914285714286,504.82107142857143,178.57142857142858,0.0,137.67857142857142,31,18,4,0,6
1249,380.71535714285716,380.71535714285716,4,4,342.64285714285717,342.64285714285717,132.14285714285714,9.821428571428571,195.64285714285714,16,16,9,1,4
1323,575.4332142857143,575.4332142857143,5,5,252.75,252.75,0.0,120.60714285714286,132.14285714285714,6,6,0,4,2
38,987.8585714285715,987.8585714285715,4,4,957.6796428571428,957.6796428571428,307.14285714285717,219.42964285714285,427.7142857142857,26,26,4,12,9
1259,370.67607142857145,339.2867857142857,3,2,327.5371428571429,323.18,17.857142857142858,33.25142857142857,221.5,15,13,1,3,7
165,1383.2628571428572,1383.2628571428572,3,3,1065.9232142857143,1065.9232142857143,142.85714285714286,0.0,779.0085714285715,17,17,1,0,12
1182,2450.1746428571428,1928.6564285714285,13,7,2266.7289285714287,1787.4875,89.28571428571429,753.8196428571429,911.2882142857143,53,18,1,34,13
290,1723.1896428571429,1723.1896428571429,9,9,4068.5728571428567,4068.5728571428567,164.28571428571428,108.71571428571428,3791.535714285714,28,28,1,12,14
191,998.6810714285714,998.6810714285714,4,4,995.4103571428572,995.4103571428572,114.28571428571429,83.94678571428572,790.035,19,19,6,5,4
1153,220.0367857142857,220.0367857142857,3,3,214.62857142857143,214.62857142857143,0.0,8.45,203.78571428571428,6,6,0,1,4
24,1141.0925,1141.0925,3,3,902.0678571428572,902.0678571428572,0.0,258.425,639.5357142857143,22,22,0,6,15
489,0.0014285714285714286,0.00035714285714285714,2,1,85.10714285714286,85.10714285714286,60.714285714285715,24.392857142857142,0.0,5,5,3,2,0
764,2867.8067857142855,2857.153214285714,3,2,2395.308571428571,2395.308571428571,0.0,475.13,1920.0714285714287,39,39,0,27,11
1598,8.349642857142857,8.21642857142857,5,4,5.214285714285714,5.214285714285714,0.0,0.0,5.214285714285714,1,1,0,0,1
1215,887.5417857142857,887.5417857142857,4,4,1333.4321428571427,1333.4321428571427,571.4285714285714,111.21785714285714,645.1071428571429,17,17,4,3,6
612,4668.532857142857,2989.7296428571426,10,5,3182.860357142857,2925.6549999999997,35.714285714285715,257.20535714285717,924.5714285714286,29,16,1,13,10
843,2098.15,2098.15,4,4,2136.1214285714286,2136.1214285714286,357.14285714285717,643.5857142857143,1130.1785714285713,23,23,1,8,11
1239,201.62321428571428,201.62321428571428,4,4,127.30714285714285,127.30714285714285,0.0,73.73571428571428,53.57142857142857,6,6,0,5,1
1157,1849.1260714285713,1696.1325,16,10,3103.2671428571425,2210.805714285714,678.5714285714286,661.7060714285715,736.2857142857143,87,75,16,31,16
343,272.85821428571427,272.85821428571427,3,3,201.4042857142857,201.4042857142857,82.14285714285714,18.29714285714286,100.75,12,12,6,4,1
730,654.3382142857143,654.3382142857143,3,3,323.13178571428574,323.13178571428574,64.28571428571429,0.0,256.66749999999996,4,4,1,0,2
314,820.8557142857143,816.6614285714286,3,2,2215.785714285714,2215.785714285714,0.0,0.0,394.35714285714283,8,8,0,0,6
255,1160.0149999999999,1160.0149999999999,2,2,1037.1782142857144,1037.1782142857144,500.0,73.57142857142857,414.46392857142854,15,15,5,2,4
683,428.57178571428574,428.57178571428574,3,3,437.4789285714286,437.4789285714286,357.14285714285717,78.1575,0.0,7,7,3,2,0
1037,1058.06,797.7528571428572,11,8,1071.5128571428572,804.3678571428571,0.0,71.41785714285714,468.9642857142857,25,17,0,1,12
1040,2812.756785714286,2800.1885714285713,8,6,804.1739285714285,804.1739285714285,0.0,0.0,192.74535714285713,6,6,0,0,3
595,499.5367857142857,499.5367857142857,2,2,518.3214285714286,518.3214285714286,514.2857142857143,0.0,0.0,12,12,8,0,0
1546,0.00035714285714285714,0.00035714285714285714,1,1,87.17857142857143,87.17857142857143,0.0,43.857142857142854,39.92857142857143,11,11,0,8,2
231,899.3146428571429,857.4328571428571,8,6,886.3235714285714,844.4635714285714,392.85714285714283,123.65357142857144,284.17821428571426,24,22,2,9,7
470,491.72107142857146,491.72107142857146,4,4,931.1357142857142,931.1357142857142,0.0,847.8142857142857,79.5,16,16,0,8,5
248,325.01928571428573,325.01928571428573,3,3,253.1239285714286,253.1239285714286,132.14285714285714,72.99499999999999,47.98607142857143,14,14,4,9,1
504,1099.4824999999998,1099.4824999999998,2,2,5698.346428571429,5698.346428571429,2892.8571428571427,2168.025,438.57142857142856,29,29,6,11,7
1415,414.03607142857146,412.50928571428574,4,3,303.0,303.0,107.14285714285714,0.0,193.67857142857142,4,4,1,0,2
1398,0.0014285714285714286,0.0014285714285714286,1,1,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0
341,82.54964285714286,82.54964285714286,3,3,97.96428571428571,97.96428571428571,0.0,0.0,95.35714285714286,4,4,0,0,3
335,428.5753571428572,428.5753571428572,4,4,840.7428571428571,840.7428571428571,107.14285714285714,403.59999999999997,327.7142857142857,15,15,2,7,5
756,5619.950714285714,4429.792857142857,37,30,6812.080357142857,4438.271428571429,867.8571428571429,911.5635714285714,832.8014285714286,86,53,6,23,14
762,385.0521428571428,385.0521428571428,3,3,405.75,405.75,392.85714285714283,0.0,10.714285714285714,6,6,3,0,1
1056,0.021785714285714287,0.021785714285714287,1,1,0.8939285714285715,0.8939285714285715,0.0,0.0,0.0,1,1,0,0,0
1088,1722.7817857142857,1722.7817857142857,4,4,505.6878571428571,505.6878571428571,35.714285714285715,71.27,395.3107142857143,8,8,1,2,4
628,179.44535714285715,105.53607142857143,4,2,76.08785714285715,76.08785714285715,0.0,0.0,0.0,3,3,0,0,0
578,1145.6192857142858,1145.6192857142858,2,2,1598.8457142857144,1598.8457142857144,567.8571428571429,603.9885714285714,427.0,19,19,2,12,5
733,15.653571428571428,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1299,535.7153571428572,535.7153571428572,2,2,141.17857142857142,141.17857142857142,0.0,0.0,137.78571428571428,4,4,0,0,3
57,134.35750000000002,134.35750000000002,20,20,183.73499999999999,183.73499999999999,107.14285714285714,34.735,36.57142857142857,6,6,1,2,1
564,0.0017857142857142859,0.0017857142857142859,1,1,136.64285714285714,136.64285714285714,0.0,0.0,134.25,3,3,0,0,2
1510,21684.495714285713,21682.119642857142,7,3,13882.464285714286,13880.107142857143,0.0,0.0,13875.0,18,14,0,0,12
677,475.68142857142857,475.68142857142857,2,2,216.29642857142858,216.29642857142858,103.57142857142857,112.72500000000001,0.0,13,13,4,9,0
589,1824.7728571428572,1803.7814285714285,6,5,1115.2857142857142,1115.2857142857142,0.0,0.0,1115.2857142857142,7,7,0,0,7
236,433.3582142857143,433.3582142857143,3,3,512.7392857142858,512.7392857142858,450.0,35.346428571428575,21.428571428571427,25,25,11,3,1
782,64.56892857142857,63.25642857142857,3,2,346.5678571428571,346.5678571428571,0.0,343.175,0.0,25,25,0,24,0
1518,0.014642857142857141,0.014642857142857141,1,1,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0
549,0.0071428571428571435,0.0071428571428571435,1,1,445.25,445.25,428.57142857142856,12.428571428571429,0.0,15,15,9,1,0
350,2467.1257142857144,1664.4914285714287,28,22,2338.3753571428574,1539.4914285714287,375.0,0.0,357.75,36,20,4,0,7
1300,157.15035714285713,157.15035714285713,2,2,327.7142857142857,327.7142857142857,121.42857142857143,0.0,206.07142857142858,8,8,4,0,3
79,50.348571428571425,0.00035714285714285714,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
698,1664.4432142857145,1659.095,3,2,28.678571428571427,28.678571428571427,0.0,0.0,26.285714285714285,3,3,0,0,2
67,632.0292857142857,632.0292857142857,2,2,69.53571428571429,69.53571428571429,0.0,60.785714285714285,0.0,3,3,0,1,0
518,535.7164285714285,535.7164285714285,3,3,556.3642857142858,556.3642857142858,125.0,358.04285714285714,41.67857142857143,14,14,2,7,2
899,403.57214285714286,403.57214285714286,2,2,401.43857142857144,401.43857142857144,17.857142857142858,2.7742857142857145,0.0,4,4,1,1,0
459,782.9675,782.9675,2,2,582.8285714285714,582.8285714285714,53.57142857142857,0.0,522.2928571428572,17,17,1,0,13
749,379.3646428571428,379.3646428571428,2,2,380.5357142857143,380.5357142857143,378.57142857142856,0.0,0.0,3,3,2,0,0
840,336.90857142857146,335.73,6,4,1380.3103571428571,1377.9532142857145,71.42857142857143,642.8571428571429,236.24964285714285,13,9,2,1,3
807,1695.6903571428572,1695.6903571428572,3,3,1509.3,1509.3,0.0,264.9785714285714,935.25,22,22,0,9,11
767,1944.0467857142855,1942.9014285714286,5,4,3461.066071428572,1471.1553571428572,0.0,81.72678571428571,313.25,13,11,0,4,5
207,53.603928571428575,53.603928571428575,3,3,16.24892857142857,16.24892857142857,0.0,0.0,0.0,3,3,0,0,0
1532,2285.725357142857,2285.725357142857,4,4,1500.2378571428574,1500.2378571428574,0.0,231.27357142857142,1265.5714285714287,14,14,0,5,8
1574,0.0071428571428571435,0.0071428571428571435,1,1,0.8939285714285715,0.8939285714285715,0.0,0.0,0.0,1,1,0,0,0
754,565.7867857142858,565.7867857142858,2,2,3.012857142857143,3.012857142857143,0.0,0.0,0.0,2,2,0,0,0
951,1038.485357142857,926.1214285714286,16,7,1262.954642857143,976.8050000000001,392.85714285714283,287.5385714285714,382.17857142857144,37,22,4,10,11
674,1552.6810714285714,1552.6810714285714,10,10,1480.4314285714286,1480.4314285714286,289.2857142857143,458.7528571428571,732.1785714285714,39,39,3,22,13
696,1521.2507142857141,1459.827142857143,5,4,1591.185714285714,1584.5071428571428,1035.7142857142858,206.07857142857142,241.32142857142858,26,24,4,11,7
552,428.57428571428574,428.57428571428574,2,2,411.7575,411.7575,242.85714285714286,152.7932142857143,10.714285714285714,25,25,7,13,1
653,17.555357142857144,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
406,829.2332142857142,829.2332142857142,2,2,517.3571428571429,517.3571428571429,410.7142857142857,16.071428571428573,83.25,11,11,3,1,4
1060,157.0717857142857,157.0717857142857,5,5,144.04535714285714,144.04535714285714,46.42857142857143,96.36678571428571,0.0,9,9,1,7,0
682,1152.682857142857,866.5007142857143,5,3,1043.5357142857142,1043.5357142857142,742.8571428571429,0.0,297.92857142857144,22,22,12,0,2
466,74.715,74.715,2,2,14.107142857142858,14.107142857142858,0.0,10.714285714285714,0.0,3,3,0,2,0
713,860.505,860.505,3,3,871.1607142857143,871.1607142857143,521.4285714285714,278.73214285714283,67.39285714285714,29,29,6,16,5
1543,4963.836428571429,2535.9164285714287,17,10,2584.3510714285717,2540.405357142857,0.0,95.22857142857143,35.714285714285715,20,10,0,6,1
168,303.645,303.645,3,3,315.07142857142856,315.07142857142856,0.0,0.0,311.67857142857144,7,7,0,0,6
1334,881.7364285714285,502.2685714285714,10,3,1704.5807142857143,1448.4735714285714,464.2857142857143,250.75,677.4642857142857,34,11,3,20,6
1522,3483.031428571429,2840.823928571429,13,6,2926.779642857143,2793.283214285714,0.0,128.1392857142857,2176.214285714286,16,11,0,2,9
454,568.0375,568.0375,2,2,649.8142857142857,649.8142857142857,642.8571428571429,3.492857142857143,0.0,18,18,9,1,0
232,542.9685714285714,542.9685714285714,2,2,479.30642857142857,479.30642857142857,0.0,62.91357142857142,413.57142857142856,9,9,0,3,5
1136,1164.2892857142856,1164.2892857142856,5,5,1115.3214285714287,1115.3214285714287,257.14285714285717,46.392857142857146,810.8214285714286,18,18,5,4,5
216,135.71642857142857,135.71642857142857,2,2,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1,1,0,0,0
990,3650.5539285714285,3623.965714285714,5,3,3620.63,3615.2714285714287,0.0,0.0,3071.4285714285716,6,5,0,0,2
763,938.5910714285714,880.9,7,2,642.75,635.1071428571429,500.0,0.0,16.071428571428573,10,5,1,0,1
1012,671.2157142857143,671.2157142857143,2,2,671.6428571428571,671.6428571428571,446.42857142857144,0.0,221.60714285714286,5,5,1,0,3
1614,591.2164285714287,591.2164285714287,3,3,527.9257142857143,527.9257142857143,125.0,167.49714285714285,194.17857142857142,15,15,1,8,3
1538,35830.19285714286,110.17285714285715,4,2,35714.28571428572,35714.28571428572,0.0,0.0,35714.28571428572,1,1,0,0,1
480,357.14285714285717,357.14285714285717,1,1,360.5357142857143,360.5357142857143,0.0,0.0,357.14285714285717,2,2,0,0,1
1551,67.49857142857142,67.45535714285714,5,4,471.8789285714286,404.42535714285714,107.14285714285714,61.81071428571429,232.03571428571428,13,10,1,5,2
1086,389.39428571428573,389.39428571428573,2,2,394.89285714285717,394.89285714285717,357.14285714285717,35.785714285714285,0.0,4,4,1,2,0
497,0.0017857142857142859,0.0017857142857142859,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
402,8912.037142857143,8912.037142857143,4,4,10656.658571428572,10656.658571428572,1114.4782142857143,3637.616785714286,2261.1760714285715,37,37,5,18,5
303,3678.526428571429,2676.002857142857,28,21,3984.0407142857143,2676.002857142857,232.14285714285714,347.61571428571426,756.6785714285714,67,39,3,20,14
475,1758.7685714285712,1757.7225,5,4,1351.6692857142857,1351.6692857142857,178.57142857142858,214.06214285714285,944.75,23,23,2,6,14
561,1886.7139285714286,1297.77,20,14,1849.3135714285713,1297.77,60.714285714285715,78.56428571428572,576.0,32,19,3,3,8
1131,854.5564285714287,854.5564285714287,4,4,502.92857142857144,502.92857142857144,285.7142857142857,54.82142857142857,159.0,11,11,2,3,5
1169,655.2128571428572,655.2128571428572,2,2,691.8535714285715,691.8535714285715,500.0,189.8892857142857,0.0,9,9,1,7,0
909,789.1296428571429,738.2299999999999,4,3,450.67857142857144,448.89285714285717,178.57142857142858,0.0,166.57142857142858,8,7,1,0,4
827,1755.2817857142857,1750.4042857142856,9,6,1474.3214285714287,1455.0357142857142,607.1428571428571,17.857142857142858,843.25,26,23,4,1,17
331,535.72,535.72,2,2,729.1899999999999,729.1899999999999,471.42857142857144,249.01142857142855,0.0,36,36,13,16,0
586,14.286428571428571,14.286428571428571,2,2,14.285714285714286,14.285714285714286,14.285714285714286,0.0,0.0,2,2,2,0,0
771,402.86678571428575,402.86678571428575,2,2,348.14285714285717,348.14285714285717,196.42857142857142,0.0,149.10714285714286,5,5,1,0,3
457,2959.5814285714287,2004.2567857142858,17,14,2703.7096428571426,2004.2567857142858,464.2857142857143,100.86428571428571,335.82142857142856,27,16,2,5,3
228,1428.5942857142857,1428.5942857142857,2,2,900.8928571428571,900.8928571428571,357.14285714285717,208.96428571428572,330.92857142857144,12,12,1,2,7
1499,1376.794642857143,1339.0503571428574,5,4,1733.8507142857143,1730.8864285714285,285.7142857142857,344.92214285714283,395.85714285714283,31,30,4,10,12
74,833.285,793.8325000000001,8,3,708.3928571428571,706.9642857142857,214.28571428571428,0.0,492.67857142857144,7,5,3,0,2
1356,1853.5732142857144,1853.5732142857144,3,3,1836.5521428571428,1836.5521428571428,0.0,63.159285714285716,0.0,3,3,0,1,0
1201,955.3260714285715,955.3260714285715,5,5,955.2457142857144,955.2457142857144,160.71428571428572,321.68142857142857,264.82142857142856,22,22,1,12,6
817,974.0171428571429,974.0171428571429,5,5,516.1785714285714,516.1785714285714,0.0,0.0,513.6785714285714,6,6,0,0,5
1444,330.35857142857145,330.35857142857145,2,2,285.7142857142857,285.7142857142857,285.7142857142857,0.0,0.0,1,1,1,0,0
324,655.08,655.08,4,4,1100.625,1100.625,535.7142857142857,257.55357142857144,303.42857142857144,20,20,2,5,12
1389,1078.787142857143,1078.787142857143,21,21,1792.7857142857142,1792.7857142857142,0.0,0.0,1164.4642857142858,11,11,0,0,8
957,1321.3999999999999,1320.5517857142856,4,3,956.1364285714286,956.1364285714286,346.42857142857144,179.70785714285714,426.39285714285717,20,20,2,7,10
383,2272.3571428571427,2212.0064285714284,28,27,2580.7514285714283,2578.6442857142856,1428.5714285714287,320.74642857142857,605.0714285714286,31,30,2,10,12
1413,6.4332142857142856,0.004642857142857143,2,1,143.16892857142858,143.16892857142858,0.0,122.91892857142857,20.25,15,15,0,14,1
65,191.17892857142857,191.17892857142857,4,4,190.10714285714286,190.10714285714286,75.0,18.571428571428573,85.82142857142857,19,19,6,9,2
1475,794.7878571428572,794.7878571428572,4,4,855.9642857142857,855.9642857142857,407.14285714285717,0.0,445.42857142857144,10,10,3,0,6
104,528.3824999999999,527.7946428571429,4,3,556.1075,556.1075,0.0,53.0,495.8575,10,10,0,1,8
1228,562.7560714285714,562.7560714285714,2,2,633.5639285714286,633.5639285714286,135.71428571428572,247.84964285714287,250.0,18,18,2,15,1
1465,535.715,535.715,2,2,542.2535714285715,542.2535714285715,0.0,0.0,0.0,3,3,0,0,0
837,107.71678571428572,107.71678571428572,2,2,80.92857142857143,80.92857142857143,0.0,0.0,78.75,2,2,0,0,1
1590,17970.20392857143,17970.20392857143,28,28,24382.802857142855,24382.802857142855,2777.4285714285716,3635.7014285714286,17947.39285714286,83,83,6,59,14
214,491.04535714285714,490.3310714285714,3,2,809.032142857143,807.6035714285715,214.28571428571428,139.7107142857143,450.2142857142857,19,17,2,9,5
1449,1371.3157142857142,1326.9660714285715,9,7,1657.8535714285715,1272.1392857142857,621.4285714285714,80.175,566.7142857142857,28,25,7,7,8
11,451.84785714285715,449.3960714285714,3,2,412.89285714285717,412.89285714285717,410.7142857142857,0.0,0.0,5,5,3,0,0
126,771.6589285714286,771.6589285714286,8,8,999.0714285714286,999.0714285714286,0.0,0.0,994.7142857142857,23,23,0,0,22
1227,948.0632142857143,928.5771428571428,3,2,1793.2857142857142,1793.2857142857142,1428.5714285714287,50.357142857142854,297.35714285714283,13,13,2,1,8
456,1953.654642857143,1953.654642857143,5,5,2375.1664285714287,2375.1664285714287,71.42857142857143,1381.9878571428574,921.75,20,20,1,11,8
194,58.93071428571428,58.93071428571428,3,3,342.70714285714286,342.70714285714286,0.0,0.0,0.0,3,3,0,0,0
385,956.0699999999999,955.5775,4,3,1099.0385714285715,1099.0385714285715,964.2857142857143,0.0,131.25285714285715,15,15,4,0,10
816,1321.4303571428572,1321.4303571428572,2,2,1461.3178571428573,1461.3178571428573,0.0,0.0,909.1464285714285,11,11,0,0,7
1183,509.11571428571426,484.83964285714285,6,3,149.56714285714287,149.56714285714287,0.0,0.0,133.14285714285714,6,6,0,0,3
