Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Total_Revenue,Segment
461,F,17,64,1,1.0,0.0,0.0,0.0,0.0,6.537857142857143,6128.227857142857,0.0,0.0,0.0,0.0,1463.9160714285715,1463.8007142857143,5.0,4.0,1590.5982142857142,1590.5982142857142,0.0,340.7517857142857,719.9642857142857,18.0,18.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1048,F,65,71,1,0.0,0.0,1.0,0.0,0.0,1911.4914285714287,0.0,0.0,0.0,0.0,0.0,729.2757142857143,729.2757142857143,2.0,2.0,541.25,541.25,535.7142857142857,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,F,22,40,2,0.0,0.0,0.0,0.0,0.0,8883.968214285715,0.0,0.0,0.0,0.0,0.0,30.38178571428572,30.38178571428572,2.0,2.0,35.892857142857146,35.892857142857146,0.0,33.92857142857143,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.46107142857143,10.46107142857143,3
1574,F,30,149,1,0.0,0.0,0.0,0.0,0.0,478.5435714285714,0.0,0.0,0.0,0.0,0.0,0.0071428571428571,0.0071428571428571,1.0,1.0,0.8939285714285715,0.8939285714285715,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.943571428571429,3.943571428571429,3
1160,M,19,260,1,0.0,0.0,1.0,0.0,1.0,2723.980357142857,0.0,0.0,0.0,0.0,4239.8775000000005,884.592857142857,865.2971428571428,3.0,2.0,929.5178571428572,925.625,285.7142857142857,190.8142857142857,178.64285714285714,28.0,26.0,3.0,9.0,7.0,0.0,1.0,1.0,0.0,0.8571428571428571,17.993214285714284,18.850357142857142,3
1083,F,39,12,2,0.0,1.0,0.0,0.0,0.0,42.61892857142857,0.0,759.1507142857143,0.0,0.0,0.0,1076.222142857143,1076.222142857143,2.0,2.0,1078.7632142857142,1078.7632142857142,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.55178571428572,27.55178571428572,3
36,F,49,263,1,1.0,2.0,0.0,0.0,0.0,60.99785714285714,1912.6325,3697.8375,0.0,0.0,0.0,7155.630357142857,7142.885,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2380357142857143,0.0,0.0,0.2380357142857143,3
191,M,59,150,1,0.0,0.0,0.0,0.0,0.0,1047.5860714285714,0.0,0.0,0.0,0.0,0.0,998.6810714285714,998.6810714285714,4.0,4.0,995.4103571428572,995.4103571428572,114.28571428571428,83.94678571428572,790.035,19.0,19.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
689,F,39,133,1,0.0,0.0,0.0,0.0,0.0,396.3082142857143,0.0,0.0,0.0,0.0,0.0,1071.4289285714283,1071.4289285714283,3.0,3.0,908.275,908.275,0.0,10.785714285714286,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
390,M,50,67,1,1.0,79.0,0.0,0.0,0.0,442.34607142857146,0.3957142857142857,5468.865357142858,0.0,0.0,0.0,1839.9928571428568,1836.7453571428573,6.0,4.0,701.9875000000001,701.9875000000001,89.28571428571429,213.9517857142857,397.1428571428572,38.0,38.0,2.0,29.0,6.0,1.0,0.0,0.0,1.3798214285714283,0.0,0.0,1.3798214285714283,2
729,M,17,85,1,1.0,1.0,1.0,0.0,0.0,2082.3089285714286,0.0,0.0,0.0,0.0,0.0,1069.8657142857144,1069.8110714285715,6.0,5.0,4748.714285714285,4748.714285714285,0.0,0.0,462.7857142857143,14.0,14.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,3.502142857142857,28.14892857142857,31.651071428571427,3
186,M,40,26,1,0.0,0.0,1.0,0.0,1.0,981.5882142857143,0.0,0.0,0.0,0.0,8742.690357142857,1918.873928571429,1343.8639285714287,23.0,18.0,1884.7275,1243.8639285714287,332.1428571428572,73.24285714285715,239.5,34.0,18.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
682,F,3,149,1,1.0,11.0,0.0,0.0,0.0,684.2814285714286,4557.6075,1146.4175,0.0,0.0,0.0,1152.682857142857,866.5007142857143,5.0,3.0,1043.5357142857142,1043.5357142857142,742.8571428571429,0.0,297.92857142857144,22.0,22.0,12.0,0.0,2.0,0.0,1.0,1.0,0.0,0.2142857142857142,9.392857142857142,9.607142857142856,3
363,M,33,59,1,0.0,0.0,0.0,0.0,0.0,7169.007142857144,0.0,0.0,0.0,0.0,0.0,443.0557142857143,443.0557142857143,2.0,2.0,468.6785714285714,468.6785714285714,0.0,447.4285714285714,17.857142857142858,6.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
308,F,45,135,1,0.0,0.0,0.0,0.0,0.0,286.4214285714286,0.0,0.0,0.0,0.0,0.0,148.5725,148.5725,3.0,3.0,300.32142857142856,300.32142857142856,160.71428571428572,32.857142857142854,103.71428571428572,12.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
416,F,44,95,1,0.0,0.0,0.0,0.0,0.0,906.5260714285714,0.0,0.0,0.0,0.0,0.0,5704.231785714285,5704.231785714285,5.0,5.0,185.39285714285717,185.39285714285717,28.571428571428573,156.82142857142858,0.0,25.0,25.0,4.0,21.0,0.0,1.0,0.0,0.0,10.363035714285717,0.0,0.0,10.363035714285717,1
328,F,27,10,1,0.0,0.0,0.0,0.0,0.0,2.415,0.0,0.0,0.0,0.0,0.0,1408.4760714285717,1408.4760714285717,2.0,2.0,1.9642857142857144,1.9642857142857144,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
938,M,57,33,1,1.0,2.0,0.0,0.0,0.0,7.576785714285714,52743.09071428572,0.0,0.0,0.0,0.0,448.4671428571429,448.465,3.0,2.0,470.5285714285714,470.5285714285714,85.71428571428571,221.52857142857144,163.28571428571428,17.0,17.0,2.0,9.0,6.0,0.0,1.0,1.0,0.0,4.928571428571429,7.812142857142858,12.740714285714287,1
285,F,76,249,1,0.0,0.0,0.0,0.0,0.0,89.44571428571429,0.0,0.0,0.0,0.0,0.0,388.6432142857143,388.6432142857143,2.0,2.0,395.1428571428572,395.1428571428572,382.1428571428572,7.107142857142857,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.642857142857143,0.0,5.642857142857143,1
1404,F,68,11,1,0.0,0.0,0.0,0.0,0.0,133.43107142857144,0.0,0.0,0.0,0.0,0.0,198.96071428571423,198.96071428571423,3.0,3.0,65.71428571428571,65.71428571428571,0.0,0.0,64.60714285714286,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.7867857142857144,0.0,1.7867857142857144,1
387,M,36,149,1,0.0,1.0,0.0,0.0,0.0,486.9907142857143,0.0,4454.228571428571,0.0,0.0,0.0,489.9671428571429,489.9671428571429,2.0,2.0,502.3928571428572,502.3928571428572,442.8571428571428,0.0,57.142857142857146,4.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.310357142857145,10.310357142857145,3
441,M,46,0,1,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,371.4307142857143,371.4307142857143,5.0,5.0,311.26071428571424,311.26071428571424,25.0,65.11785714285715,203.28571428571428,8.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,6.25,6.25,1
883,F,34,67,1,0.0,0.0,0.0,0.0,0.0,236.2178571428572,0.0,0.0,0.0,0.0,0.0,354.6435714285714,354.6435714285714,4.0,4.0,341.8307142857143,341.8307142857143,257.1428571428572,0.0,82.18785714285715,7.0,7.0,2.0,0.0,4.0,1.0,0.0,0.0,2.2319642857142856,0.0,0.0,2.2319642857142856,3
547,F,52,31,1,1.0,1.0,0.0,0.0,0.0,4446.794642857143,1253.6607142857142,33004.46142857143,0.0,0.0,0.0,528.9292857142857,526.3135714285714,3.0,2.0,325.9857142857143,325.9857142857143,0.0,102.09285714285714,222.82142857142856,11.0,11.0,0.0,2.0,8.0,1.0,0.0,0.0,2.1423214285714285,0.0,0.0,2.1423214285714285,1
317,M,35,53,1,0.0,0.0,0.0,0.0,0.0,6.373928571428571,0.0,0.0,0.0,0.0,0.0,709.0907142857143,709.0907142857143,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.286785714285714,0.0,4.286785714285714,3
1579,M,50,0,1,1.0,3.0,0.0,0.0,0.0,427.1817857142857,8593.743928571428,0.0,0.0,0.0,0.0,4713.645357142857,4665.335714285714,4.0,3.0,3276.093214285714,3276.093214285714,1571.428571428571,914.9503571428572,787.2142857142857,25.0,25.0,5.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,4.388928571428571,4.388928571428571,2
882,M,36,150,1,1.0,1.0,0.0,0.0,0.0,51.97178571428572,19147.45464285714,11207.173214285713,0.0,0.0,0.0,418.0507142857143,416.86285714285714,3.0,2.0,1020.282142857143,1020.282142857143,0.0,281.03214285714284,736.75,14.0,14.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1461,M,32,158,1,0.0,0.0,1.0,0.0,0.0,38.30357142857143,0.0,0.0,0.0,0.0,0.0,1056.6385714285714,749.9442857142857,12.0,10.0,1217.6742857142856,749.9442857142857,0.0,0.0,434.57142857142856,19.0,10.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.285714285714286,0.0,4.285714285714286,3
1182,M,47,86,1,0.0,0.0,1.0,1.0,0.0,3044.5989285714286,0.0,0.0,0.0,512.8,0.0,2450.1746428571428,1928.6564285714285,13.0,7.0,2266.7289285714287,1787.4875,89.28571428571429,753.8196428571429,911.2882142857144,53.0,18.0,1.0,34.0,13.0,1.0,0.0,0.0,6.997321428571429,0.0,0.0,6.997321428571429,2
561,F,51,25,1,0.0,0.0,1.0,1.0,0.0,269.36857142857144,0.0,0.0,0.0,619.2857142857143,0.0,1886.7139285714288,1297.77,20.0,14.0,1849.3135714285715,1297.77,60.71428571428572,78.56428571428572,576.0,32.0,19.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,5.214285714285714,5.214285714285714,2
1381,M,38,135,1,0.0,0.0,0.0,0.0,0.0,144.87142857142857,0.0,0.0,0.0,0.0,0.0,571.6182142857143,571.6182142857143,3.0,3.0,57.07142857142857,57.07142857142857,10.714285714285714,46.35714285714285,0.0,6.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
181,M,71,0,1,1.0,0.0,0.0,0.0,0.0,549.2064285714285,36.613214285714285,0.0,0.0,0.0,0.0,377.6235714285714,377.6203571428572,7.0,6.0,13.964285714285714,13.964285714285714,0.0,0.0,11.785714285714286,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.94357142857143,12.94357142857143,1
1484,M,39,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0885714285716,1355.0885714285716,5.0,5.0,768.625,768.625,107.14285714285714,302.44642857142856,357.7857142857143,23.0,23.0,1.0,16.0,5.0,1.0,0.0,1.0,25.60910714285714,0.0,8.7225,34.33160714285714,1
932,F,22,126,1,1.0,7.0,0.0,0.0,0.0,3060.9460714285715,7537.403214285715,2116.0714285714284,0.0,0.0,0.0,0.1867857142857143,0.0107142857142857,2.0,1.0,124.38821428571428,124.38821428571428,0.0,0.0,121.8525,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1274,M,41,35,1,0.0,6.0,0.0,0.0,0.0,15.485,0.0,0.0,0.0,0.0,0.0,993.5571428571428,993.5571428571428,5.0,5.0,2499.6964285714284,2499.6964285714284,107.14285714285714,82.26785714285714,2310.285714285714,11.0,11.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
204,F,41,12,1,0.0,0.0,0.0,0.0,0.0,0.6821428571428572,0.0,0.0,0.0,0.0,0.0,349.2710714285714,349.2710714285714,2.0,2.0,397.25,397.25,357.1428571428572,0.0,38.57142857142857,6.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
875,M,43,124,1,0.0,0.0,0.0,0.0,0.0,50.34107142857143,0.0,0.0,0.0,0.0,0.0,362.8582142857143,362.8582142857143,3.0,3.0,362.0364285714286,362.0364285714286,217.8571428571429,50.28642857142857,92.46428571428572,19.0,19.0,7.0,7.0,4.0,1.0,0.0,0.0,0.2823214285714285,0.0,0.0,0.2823214285714285,3
236,F,37,168,1,0.0,0.0,0.0,0.0,0.0,561.1032142857142,0.0,0.0,0.0,0.0,0.0,433.3582142857143,433.3582142857143,3.0,3.0,512.7392857142858,512.7392857142858,450.0,35.346428571428575,21.428571428571427,25.0,25.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,4.821428571428571,32.13285714285714,36.95428571428571,3
725,F,31,74,1,0.0,20.0,0.0,0.0,0.0,374.2242857142857,0.0,0.0,0.0,0.0,0.0,1156.5575,1156.5575,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.594464285714285,0.0,0.0,2.594464285714285,3
1545,M,60,159,1,1.0,0.0,0.0,0.0,0.0,8478.090357142857,281.9692857142857,0.0,0.0,0.0,0.0,0.0517857142857142,0.0075,8.0,1.0,14.298214285714286,14.285714285714286,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.207142857142856,0.0,21.207142857142856,1
248,F,27,127,1,0.0,0.0,0.0,0.0,0.0,776.5903571428571,0.0,0.0,0.0,0.0,0.0,325.01928571428573,325.01928571428573,3.0,3.0,253.1239285714286,253.1239285714286,132.14285714285714,72.99499999999999,47.98607142857143,14.0,14.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,10.608214285714284,0.0,10.608214285714284,3
1469,F,32,15,1,1.0,4.0,0.0,0.0,0.0,32.54357142857143,9686.63107142857,0.0,0.0,0.0,0.0,560.1278571428571,555.5128571428571,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.7425,0.2142857142857142,0.0,22.956785714285715,3
840,F,67,86,1,0.0,0.0,0.0,1.0,0.0,14.712142857142856,0.0,0.0,0.0,0.0,0.0,336.90857142857146,335.73,6.0,4.0,1380.3103571428571,1377.9532142857145,71.42857142857143,642.8571428571429,236.24964285714285,13.0,9.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.5107142857142857,0.0,3.5107142857142857,1
478,M,41,11,1,0.0,0.0,1.0,0.0,0.0,33573.15178571428,0.0,0.0,0.0,0.0,0.0,20.075,20.075,3.0,3.0,247.5,247.5,0.0,0.0,247.5,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.5,0.0,4.5,3
703,F,21,149,1,0.0,6.0,0.0,0.0,0.0,198.87964285714287,0.0,125.12571428571428,0.0,0.0,0.0,370.1471428571429,370.1471428571429,5.0,5.0,518.8107142857143,126.88214285714284,71.42857142857143,55.45357142857143,0.0,10.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.107142857142857,2.107142857142857,3
1005,M,28,87,1,0.0,0.0,1.0,1.0,1.0,16.228928571428572,0.0,0.0,0.0,2.357142857142857,983.1507142857143,2507.113214285714,1611.7942857142857,31.0,22.0,2408.781785714286,1611.7942857142857,117.85714285714286,70.76535714285714,555.9346428571429,52.0,24.0,4.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,10.964285714285714,10.964285714285714,2
550,F,64,179,1,0.0,0.0,1.0,0.0,0.0,57.60035714285714,0.0,0.0,192.0142857142857,0.0,0.0,886.6121428571429,886.6121428571429,2.0,2.0,896.0107142857142,896.0107142857142,0.0,0.0,566.6785714285714,9.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1116,M,24,33,1,1.0,0.0,1.0,1.0,1.0,124.16535714285716,0.4810714285714286,0.0,98.2817857142857,211.14642857142857,10166.985714285713,1583.9678571428572,1377.1975,22.0,13.0,1928.2214285714283,1673.4182142857142,428.57142857142856,447.1385714285714,467.25,61.0,48.0,5.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
203,F,57,181,1,0.0,0.0,0.0,0.0,0.0,10.772857142857143,0.0,0.0,0.0,0.0,0.0,503.57464285714286,503.57464285714286,2.0,2.0,556.3928571428571,556.3928571428571,553.5714285714286,0.0,0.0,11.0,11.0,6.0,0.0,0.0,1.0,1.0,1.0,0.6416071428571428,16.945357142857144,5.714285714285714,23.301250000000003,1
519,M,17,151,1,0.0,0.0,0.0,0.0,0.0,210.84464285714284,0.0,0.0,0.0,0.0,0.0,458.9703571428572,458.9703571428572,2.0,2.0,486.6496428571429,486.6496428571429,364.2857142857143,89.09571428571428,30.66107142857143,10.0,10.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,5.892857142857143,5.5,11.392857142857142,3
469,M,38,183,1,0.0,0.0,0.0,0.0,0.0,4415.646071428571,0.0,0.0,0.0,0.0,0.0,1484.008928571429,1484.008928571429,5.0,5.0,1549.925,1549.925,500.0,0.0,789.9285714285714,13.0,13.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1001,M,64,9,1,0.0,0.0,1.0,0.0,0.0,714.4475,0.0,0.0,529.8546428571428,0.0,0.0,1302.1778571428572,1302.1778571428572,2.0,2.0,610.3839285714286,610.3839285714286,353.16964285714283,149.71428571428572,104.35714285714286,15.0,15.0,4.0,3.0,5.0,0.0,1.0,0.0,0.0,10.105714285714283,0.0,10.105714285714283,1
262,F,38,72,1,0.0,0.0,0.0,0.0,0.0,2614.3335714285718,0.0,0.0,0.0,0.0,0.0,973.71,973.71,2.0,2.0,506.83214285714286,506.83214285714286,35.714285714285715,46.54642857142857,417.4285714285714,13.0,13.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2,M,43,152,1,1.0,0.0,0.0,0.0,0.0,110.76857142857143,13326.190357142856,0.0,0.0,0.0,0.0,708.1296428571429,704.9357142857143,4.0,3.0,386.4428571428571,386.4428571428571,307.1428571428572,38.40714285714286,35.714285714285715,6.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
601,M,61,33,1,1.0,2.0,0.0,0.0,0.0,865.6828571428571,92884.32964285716,0.0,0.0,0.0,0.0,2363.577857142857,2357.1489285714283,4.0,2.0,2875.3928571428573,518.25,0.0,380.75,137.5,6.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,6.8625,0.0,6.8625,1
477,M,32,152,2,2.0,0.0,0.0,0.0,0.0,5419.339999999999,7352.996785714286,0.0,0.0,0.0,0.0,59.03642857142857,59.03642857142857,2.0,2.0,90.25,90.25,0.0,0.0,90.25,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,22.098214285714285,0.0,4.214285714285714,26.3125,3
907,M,67,193,1,0.0,0.0,0.0,0.0,0.0,778.5221428571429,0.0,0.0,0.0,0.0,0.0,196.43178571428567,196.43178571428567,3.0,3.0,97.5,97.5,0.0,0.0,97.5,5.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,2.288392857142857,0.0,0.0,2.288392857142857,1
1572,F,48,151,1,1.0,1.0,0.0,1.0,0.0,346.2367857142857,0.2010714285714285,7251.969642857142,0.0,1.7857142857142858,0.0,2937.971785714286,2933.802857142857,3.0,2.0,1569.115,1569.115,342.85714285714283,796.615,418.9285714285714,31.0,31.0,3.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1584,M,39,181,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23091.727857142854,23091.727857142854,7.0,7.0,27026.035714285717,27026.035714285717,892.8571428571429,0.0,22554.67857142857,24.0,24.0,3.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,5.083571428571429,5.083571428571429,5
661,F,67,56,1,1.0,0.0,0.0,0.0,0.0,378.88892857142855,882.2335714285715,0.0,0.0,0.0,0.0,359.9785714285714,357.14428571428573,3.0,2.0,495.32892857142855,138.18607142857144,71.42857142857143,64.79321428571428,357.1428571428572,10.0,9.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
159,M,33,152,1,0.0,0.0,0.0,0.0,0.0,1577.5682142857145,0.0,0.0,0.0,0.0,0.0,714.3042857142857,714.3042857142857,3.0,3.0,3124.072142857143,3124.072142857143,178.57142857142858,65.37857142857142,2329.5257142857145,15.0,15.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,9.940357142857142,9.940357142857142,3
1142,F,41,0,1,3.0,1.0,0.0,0.0,0.0,5239.471071428571,255.23892857142852,113.21678571428572,0.0,0.0,0.0,10.469642857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1342,M,27,211,1,0.0,0.0,1.0,0.0,0.0,14998.111071428571,0.0,0.0,0.0,0.0,0.0,2105.404285714286,2105.404285714286,6.0,6.0,2191.4075000000003,2191.4075000000003,500.0,603.8228571428572,1080.2275,40.0,40.0,4.0,18.0,14.0,0.0,0.0,1.0,0.0,0.0,16.153214285714288,16.153214285714288,2
1379,F,47,133,1,0.0,0.0,0.0,0.0,0.0,364.61642857142857,0.0,0.0,0.0,0.0,0.0,759.1217857142857,759.1217857142857,3.0,3.0,684.0317857142857,684.0317857142857,71.42857142857143,85.17464285714286,527.4285714285714,22.0,22.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
