Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Total_Revenue,Segment,Prob_CL,Prob_CC,Prob_MF,Expected_CL,Expected_CC,Expected_MF,Chosen_CL,Chosen_CC,Chosen_MF,Best_Offer,Best_Expected_Revenue
186,M,40,26,1,0.0,0.0,1.0,0.0,1.0,981.5882142857143,0.0,0.0,0.0,0.0,8742.690357142857,1918.873928571429,1343.8639285714287,23.0,18.0,1884.7275,1243.8639285714287,332.1428571428572,73.24285714285715,239.5,34.0,18.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3979699646410995,0.2084230864973799,0.11468689592664592,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
682,F,3,149,1,1.0,11.0,0.0,0.0,0.0,684.2814285714286,4557.6075,1146.4175,0.0,0.0,0.0,1152.682857142857,866.5007142857143,5.0,3.0,1043.5357142857142,1043.5357142857142,742.8571428571429,0.0,297.92857142857144,22.0,22.0,12.0,0.0,2.0,0.0,1.0,1.0,0.0,0.2142857142857142,9.392857142857142,9.607142857142856,3,0.8153276491709817,0.33949793770400344,0.32529250142800814,7.658256133284578,0.07274955807942927,0.0,1.0,0.0,0.0,Expected_CL,7.658256133284578
363,M,33,59,1,0.0,0.0,0.0,0.0,0.0,7169.007142857144,0.0,0.0,0.0,0.0,0.0,443.0557142857143,443.0557142857143,2.0,2.0,468.6785714285714,468.6785714285714,0.0,447.4285714285714,17.857142857142858,6.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.17401071406714405,0.23015877838998172,0.12813093262789907,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
308,F,45,135,1,0.0,0.0,0.0,0.0,0.0,286.4214285714286,0.0,0.0,0.0,0.0,0.0,148.5725,148.5725,3.0,3.0,300.32142857142856,300.32142857142856,160.71428571428572,32.857142857142854,103.71428571428572,12.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.380119264427286,0.3257914028850481,0.13948608361354956,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
416,F,44,95,1,0.0,0.0,0.0,0.0,0.0,906.5260714285714,0.0,0.0,0.0,0.0,0.0,5704.231785714285,5704.231785714285,5.0,5.0,185.39285714285717,185.39285714285717,28.571428571428573,156.82142857142858,0.0,25.0,25.0,4.0,21.0,0.0,1.0,0.0,0.0,10.363035714285717,0.0,0.0,10.363035714285717,1,0.1079816561999376,0.0878069524718456,0.6867327481022466,0.0,0.0,7.116635994753159,0.0,0.0,1.0,Expected_MF,7.116635994753159
328,F,27,10,1,0.0,0.0,0.0,0.0,0.0,2.415,0.0,0.0,0.0,0.0,0.0,1408.4760714285717,1408.4760714285717,2.0,2.0,1.9642857142857144,1.9642857142857144,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.17197886929725134,0.14065583497896808,0.22027086057033096,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
938,M,57,33,1,1.0,2.0,0.0,0.0,0.0,7.576785714285714,52743.09071428572,0.0,0.0,0.0,0.0,448.4671428571429,448.465,3.0,2.0,470.5285714285714,470.5285714285714,85.71428571428571,221.52857142857144,163.28571428571428,17.0,17.0,2.0,9.0,6.0,0.0,1.0,1.0,0.0,4.928571428571429,7.812142857142858,12.740714285714287,1,0.07899060626055751,0.54509232980077,0.18695590001987297,0.6170859004797983,2.68652648258951,0.0,0.0,0.0,0.0,Expected_CC,2.68652648258951
285,F,76,249,1,0.0,0.0,0.0,0.0,0.0,89.44571428571429,0.0,0.0,0.0,0.0,0.0,388.6432142857143,388.6432142857143,2.0,2.0,395.1428571428572,395.1428571428572,382.1428571428572,7.107142857142857,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.642857142857143,0.0,5.642857142857143,1,0.30448566453971243,0.27715638614943083,0.11891437793079133,0.0,1.5639538932717885,0.0,0.0,0.0,0.0,Expected_CC,1.5639538932717885
1404,F,68,11,1,0.0,0.0,0.0,0.0,0.0,133.43107142857144,0.0,0.0,0.0,0.0,0.0,198.96071428571423,198.96071428571423,3.0,3.0,65.71428571428571,65.71428571428571,0.0,0.0,64.60714285714286,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.7867857142857144,0.0,1.7867857142857144,1,0.09156453896864092,0.21320924959513396,0.1633604885469689,0.0,0.3809592413301626,0.0,0.0,0.0,0.0,Expected_CC,0.3809592413301626
387,M,36,149,1,0.0,1.0,0.0,0.0,0.0,486.9907142857143,0.0,4454.228571428571,0.0,0.0,0.0,489.9671428571429,489.9671428571429,2.0,2.0,502.3928571428572,502.3928571428572,442.8571428571428,0.0,57.142857142857146,4.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.310357142857145,10.310357142857145,3,0.33588794726733445,0.17627426984170488,0.1868957948284153,3.4631246963073856,0.0,0.0,0.0,0.0,0.0,Expected_CL,3.4631246963073856
441,M,46,0,1,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,371.4307142857143,371.4307142857143,5.0,5.0,311.26071428571424,311.26071428571424,25.0,65.11785714285715,203.28571428571428,8.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,6.25,6.25,1,0.14479349144790654,0.20677943797731269,0.24325435512087304,0.9049593215494158,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.9049593215494158
883,F,34,67,1,0.0,0.0,0.0,0.0,0.0,236.2178571428572,0.0,0.0,0.0,0.0,0.0,354.6435714285714,354.6435714285714,4.0,4.0,341.8307142857143,341.8307142857143,257.1428571428572,0.0,82.18785714285715,7.0,7.0,2.0,0.0,4.0,1.0,0.0,0.0,2.2319642857142856,0.0,0.0,2.2319642857142856,3,0.2847342280952019,0.19868130790047767,0.16594109057552128,0.0,0.0,0.37037458769704296,0.0,0.0,0.0,Expected_MF,0.37037458769704296
547,F,52,31,1,1.0,1.0,0.0,0.0,0.0,4446.794642857143,1253.6607142857142,33004.46142857143,0.0,0.0,0.0,528.9292857142857,526.3135714285714,3.0,2.0,325.9857142857143,325.9857142857143,0.0,102.09285714285714,222.82142857142856,11.0,11.0,0.0,2.0,8.0,1.0,0.0,0.0,2.1423214285714285,0.0,0.0,2.1423214285714285,1,0.17409667104007795,0.23453317482342373,0.15890530326091307,0.0,0.0,0.34042623628949537,0.0,0.0,0.0,Expected_MF,0.34042623628949537
317,M,35,53,1,0.0,0.0,0.0,0.0,0.0,6.373928571428571,0.0,0.0,0.0,0.0,0.0,709.0907142857143,709.0907142857143,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.286785714285714,0.0,4.286785714285714,3,0.1871136897088243,0.1650793335666573,0.25159672836531227,0.0,0.7076597288573527,0.0,0.0,0.0,0.0,Expected_CC,0.7076597288573527
1579,M,50,0,1,1.0,3.0,0.0,0.0,0.0,427.1817857142857,8593.743928571428,0.0,0.0,0.0,0.0,4713.645357142857,4665.335714285714,4.0,3.0,3276.093214285714,3276.093214285714,1571.428571428571,914.9503571428572,787.2142857142857,25.0,25.0,5.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,4.388928571428571,4.388928571428571,2,0.14229480759546947,0.17527680013713048,0.09496191033717621,0.6245217466216872,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.6245217466216872
882,M,36,150,1,1.0,1.0,0.0,0.0,0.0,51.97178571428572,19147.45464285714,11207.173214285713,0.0,0.0,0.0,418.0507142857143,416.86285714285714,3.0,2.0,1020.282142857143,1020.282142857143,0.0,281.03214285714284,736.75,14.0,14.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.33979385295703923,0.2719987189339334,0.20717730464838435,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
1461,M,32,158,1,0.0,0.0,1.0,0.0,0.0,38.30357142857143,0.0,0.0,0.0,0.0,0.0,1056.6385714285714,749.9442857142857,12.0,10.0,1217.6742857142856,749.9442857142857,0.0,0.0,434.57142857142856,19.0,10.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.285714285714286,0.0,4.285714285714286,3,0.41923482536243367,0.2615513346388893,0.22406988703571482,0.0,1.1209342913095255,0.0,0.0,0.0,0.0,Expected_CC,1.1209342913095255
1182,M,47,86,1,0.0,0.0,1.0,1.0,0.0,3044.5989285714286,0.0,0.0,0.0,512.8,0.0,2450.1746428571428,1928.6564285714285,13.0,7.0,2266.7289285714287,1787.4875,89.28571428571429,753.8196428571429,911.2882142857144,53.0,18.0,1.0,34.0,13.0,1.0,0.0,0.0,6.997321428571429,0.0,0.0,6.997321428571429,2,0.05760502692405299,0.09111055340609651,0.48511769323362997,0.0,0.0,3.39452443024282,0.0,0.0,0.0,Expected_MF,3.39452443024282
561,F,51,25,1,0.0,0.0,1.0,1.0,0.0,269.36857142857144,0.0,0.0,0.0,619.2857142857143,0.0,1886.7139285714288,1297.77,20.0,14.0,1849.3135714285715,1297.77,60.71428571428572,78.56428571428572,576.0,32.0,19.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,5.214285714285714,5.214285714285714,2,0.07988879559470677,0.25897397306922276,0.21580267292956168,0.41656300560097104,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.41656300560097104
1381,M,38,135,1,0.0,0.0,0.0,0.0,0.0,144.87142857142857,0.0,0.0,0.0,0.0,0.0,571.6182142857143,571.6182142857143,3.0,3.0,57.07142857142857,57.07142857142857,10.714285714285714,46.35714285714285,0.0,6.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2729077384844403,0.1706639183076727,0.29241137902930536,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
181,M,71,0,1,1.0,0.0,0.0,0.0,0.0,549.2064285714285,36.613214285714285,0.0,0.0,0.0,0.0,377.6235714285714,377.6203571428572,7.0,6.0,13.964285714285714,13.964285714285714,0.0,0.0,11.785714285714286,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.94357142857143,12.94357142857143,1,0.0959017881745711,0.2512092189509558,0.2550416386995447,1.2413116453652877,0.0,0.0,0.0,0.0,0.0,Expected_CL,1.2413116453652877
1484,M,39,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0885714285716,1355.0885714285716,5.0,5.0,768.625,768.625,107.14285714285714,302.44642857142856,357.7857142857143,23.0,23.0,1.0,16.0,5.0,1.0,0.0,1.0,25.60910714285714,0.0,8.7225,34.33160714285714,1,0.12335222665099933,0.10022377375046243,0.42042404901344677,1.0759397969633417,0.0,10.766684516619181,0.0,0.0,1.0,Expected_MF,10.766684516619181
932,F,22,126,1,1.0,7.0,0.0,0.0,0.0,3060.9460714285715,7537.403214285715,2116.0714285714284,0.0,0.0,0.0,0.1867857142857143,0.0107142857142857,2.0,1.0,124.38821428571428,124.38821428571428,0.0,0.0,121.8525,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4421404300301207,0.21559001119525947,0.2676721022706376,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
1274,M,41,35,1,0.0,6.0,0.0,0.0,0.0,15.485,0.0,0.0,0.0,0.0,0.0,993.5571428571428,993.5571428571428,5.0,5.0,2499.6964285714284,2499.6964285714284,107.14285714285714,82.26785714285714,2310.285714285714,11.0,11.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.26619328193832303,0.1874607690832665,0.3086096681765838,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
204,F,41,12,1,0.0,0.0,0.0,0.0,0.0,0.6821428571428572,0.0,0.0,0.0,0.0,0.0,349.2710714285714,349.2710714285714,2.0,2.0,397.25,397.25,357.1428571428572,0.0,38.57142857142857,6.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18265267746720387,0.19125249865450333,0.14143883276178093,0.0,0.0,0.0,0.0,0.0,0.0,Expected_CL,0.0
875,M,43,124,1,0.0,0.0,0.0,0.0,0.0,50.34107142857143,0.0,0.0,0.0,0.0,0.0,362.8582142857143,362.8582142857143,3.0,3.0,362.0364285714286,362.0364285714286,217.8571428571429,50.28642857142857,92.46428571428572,19.0,19.0,7.0,7.0,4.0,1.0,0.0,0.0,0.2823214285714285,0.0,0.0,0.2823214285714285,3,0.3318950473273386,0.27720515158005266,0.24692677002564892,0.0,0.0,0.06971271846616979,0.0,0.0,0.0,Expected_MF,0.06971271846616979
236,F,37,168,1,0.0,0.0,0.0,0.0,0.0,561.1032142857142,0.0,0.0,0.0,0.0,0.0,433.3582142857143,433.3582142857143,3.0,3.0,512.7392857142858,512.7392857142858,450.0,35.346428571428575,21.428571428571427,25.0,25.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,4.821428571428571,32.13285714285714,36.95428571428571,3,0.5481534083236592,0.403237241957594,0.1255930365170078,17.61373516203438,1.9441795594383995,0.0,1.0,0.0,0.0,Expected_CL,17.61373516203438
725,F,31,74,1,0.0,20.0,0.0,0.0,0.0,374.2242857142857,0.0,0.0,0.0,0.0,0.0,1156.5575,1156.5575,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.594464285714285,0.0,0.0,2.594464285714285,3,0.34713386319450024,0.08297222693942653,0.7677757656535477,0.0,0.0,1.9919668034250697,0.0,0.0,0.0,Expected_MF,1.9919668034250697
1545,M,60,159,1,1.0,0.0,0.0,0.0,0.0,8478.090357142857,281.9692857142857,0.0,0.0,0.0,0.0,0.0517857142857142,0.0075,8.0,1.0,14.298214285714286,14.285714285714286,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.207142857142856,0.0,21.207142857142856,1,0.2443917510880726,0.37617697914903636,0.19902734658624943,0.0,7.977638936382063,0.0,0.0,1.0,0.0,Expected_CC,7.977638936382063
248,F,27,127,1,0.0,0.0,0.0,0.0,0.0,776.5903571428571,0.0,0.0,0.0,0.0,0.0,325.01928571428573,325.01928571428573,3.0,3.0,253.1239285714286,253.1239285714286,132.14285714285714,72.99499999999999,47.98607142857143,14.0,14.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,10.608214285714284,0.0,10.608214285714284,3,0.3992235933916806,0.19172659524857102,0.2608301306599846,0.0,2.0338768066672515,0.0,0.0,0.0,0.0,Expected_CC,2.0338768066672515
1469,F,32,15,1,1.0,4.0,0.0,0.0,0.0,32.54357142857143,9686.63107142857,0.0,0.0,0.0,0.0,560.1278571428571,555.5128571428571,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.7425,0.2142857142857142,0.0,22.956785714285715,3,0.22573363466854252,0.2088935298002256,0.2800660526189045,0.0,0.04476289924290547,6.3694022016854355,0.0,0.0,0.0,Expected_MF,6.3694022016854355
